gtin,brand,product_name,size,category,image_url,source
5747296013868,Unilever,Unilever Cheese,330 g,Bakery,https://dummyimage.com/200x200/000/fff&text=Cheese,OpenFoodFacts
8590320214727,Kellogg's,Kellogg's Toothpaste,1500 ml,Personal Care,https://dummyimage.com/200x200/000/fff&text=Toothpaste,RP2K
4751180504463,Mondelez,Mondelez Cola,1500 g,Household,https://dummyimage.com/200x200/000/fff&text=Cola,OpenFoodFacts
6447681369233,Mars,Mars Cookies,750 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Cookies,HoloSelecta
0329323504829,Coca-Cola,Coca-Cola Chocolate Bar,500 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Chocolate+Bar,Retail786k
5053634034892,Unilever,Unilever Shampoo,250 ml,Frozen,https://dummyimage.com/200x200/000/fff&text=Shampoo,HoloSelecta
9380597563890,Mars,Mars Ice Cream,330 g,Household,https://dummyimage.com/200x200/000/fff&text=Ice+Cream,RP2K
0086312813682,Danone,Danone Bread,1000 ml,Household,https://dummyimage.com/200x200/000/fff&text=Bread,Retail786k
3586141137838,Johnson & Johnson,Johnson & Johnson Shampoo,330 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Shampoo,OpenFoodFacts
0843932135583,Unilever,Unilever Ice Cream,1000 g,Cereal,https://dummyimage.com/200x200/000/fff&text=Ice+Cream,HoloSelecta
2855284284671,P&G,P&G Chips,1500 ml,Household,https://dummyimage.com/200x200/000/fff&text=Chips,RP2K
8832957928098,Coca-Cola,Coca-Cola Cereal Box,250 ml,Dairy,https://dummyimage.com/200x200/000/fff&text=Cereal+Box,HoloSelecta
9528389532499,L'Oréal,L'Oréal Bread,250 ml,Household,https://dummyimage.com/200x200/000/fff&text=Bread,Retail786k
1036629574294,General Mills,General Mills Bread,1000 ml,Dairy,https://dummyimage.com/200x200/000/fff&text=Bread,OpenFoodFacts
9567245828468,Coca-Cola,Coca-Cola Cookies,1000 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Cookies,RP2K
9729985980053,Nestle,Nestle Soap,1500 g,Cereal,https://dummyimage.com/200x200/000/fff&text=Soap,RP2K
3856101592596,Mars,Mars Laundry Detergent,250 g,Beverages,https://dummyimage.com/200x200/000/fff&text=Laundry+Detergent,RP2K
8803551527048,Johnson & Johnson,Johnson & Johnson Yogurt,250 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Yogurt,RP2K
3555941809023,Kellogg's,Kellogg's Yogurt,750 g,Frozen,https://dummyimage.com/200x200/000/fff&text=Yogurt,RP2K
7162521148210,Mondelez,Mondelez Bread,250 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Bread,HoloSelecta
2636111269098,Coca-Cola,Coca-Cola Soap,1000 ml,Dairy,https://dummyimage.com/200x200/000/fff&text=Soap,HoloSelecta
2045854909893,L'Oréal,L'Oréal Bread,250 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Bread,RP2K
5702917652086,Mars,Mars Toothpaste,330 g,Household,https://dummyimage.com/200x200/000/fff&text=Toothpaste,Retail786k
6564331055565,P&G,P&G Cheese,1000 g,Bakery,https://dummyimage.com/200x200/000/fff&text=Cheese,Retail786k
4532715615980,Unilever,Unilever Soap,330 ml,Beverages,https://dummyimage.com/200x200/000/fff&text=Soap,RP2K
9943486834923,Heinz,Heinz Cereal Box,1500 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Cereal+Box,RP2K
9919666455899,Danone,Danone Chocolate Bar,1000 g,Bakery,https://dummyimage.com/200x200/000/fff&text=Chocolate+Bar,OpenFoodFacts
8236018628963,Kellogg's,Kellogg's Chocolate Bar,330 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Chocolate+Bar,OpenFoodFacts
4460203011825,General Mills,General Mills Cereal Box,750 ml,Snacks,https://dummyimage.com/200x200/000/fff&text=Cereal+Box,Retail786k
8830175519944,Pepsi,Pepsi Bread,500 ml,Frozen,https://dummyimage.com/200x200/000/fff&text=Bread,RP2K
7593384289398,Mondelez,Mondelez Cookies,1500 ml,Dairy,https://dummyimage.com/200x200/000/fff&text=Cookies,OpenFoodFacts
1283267016642,Mondelez,Mondelez Shampoo,330 ml,Snacks,https://dummyimage.com/200x200/000/fff&text=Shampoo,Retail786k
7378187823020,Kellogg's,Kellogg's Yogurt,250 ml,Beverages,https://dummyimage.com/200x200/000/fff&text=Yogurt,Retail786k
6199487100021,Heinz,Heinz Laundry Detergent,250 ml,Beverages,https://dummyimage.com/200x200/000/fff&text=Laundry+Detergent,HoloSelecta
5510097822249,Nestle,Nestle Orange Juice,750 ml,Bakery,https://dummyimage.com/200x200/000/fff&text=Orange+Juice,HoloSelecta
9377023949922,Coca-Cola,Coca-Cola Cereal Box,330 ml,Frozen,https://dummyimage.com/200x200/000/fff&text=Cereal+Box,RP2K
5597476895933,Unilever,Unilever Toothpaste,750 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Toothpaste,RP2K
1206292108601,Nestle,Nestle Soap,1500 g,Household,https://dummyimage.com/200x200/000/fff&text=Soap,Retail786k
7198914118065,Mondelez,Mondelez Chips,750 g,Household,https://dummyimage.com/200x200/000/fff&text=Chips,OpenFoodFacts
8989466803061,Pepsi,Pepsi Chocolate Bar,250 g,Household,https://dummyimage.com/200x200/000/fff&text=Chocolate+Bar,RP2K
9704756178716,Pepsi,Pepsi Cola,1500 g,Bakery,https://dummyimage.com/200x200/000/fff&text=Cola,HoloSelecta
5328775070284,Nestle,Nestle Toothpaste,1500 g,Personal Care,https://dummyimage.com/200x200/000/fff&text=Toothpaste,Retail786k
7121737072092,Unilever,Unilever Chips,250 ml,Personal Care,https://dummyimage.com/200x200/000/fff&text=Chips,Retail786k
7718423908881,Heinz,Heinz Chocolate Bar,750 ml,Snacks,https://dummyimage.com/200x200/000/fff&text=Chocolate+Bar,HoloSelecta
9588635744687,Pepsi,Pepsi Yogurt,500 ml,Dairy,https://dummyimage.com/200x200/000/fff&text=Yogurt,Retail786k
3903480624728,Colgate,Colgate Ice Cream,1000 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Ice+Cream,Retail786k
3381965694761,Mars,Mars Yogurt,1500 g,Cereal,https://dummyimage.com/200x200/000/fff&text=Yogurt,OpenFoodFacts
8678794342686,Colgate,Colgate Cereal Box,250 g,Personal Care,https://dummyimage.com/200x200/000/fff&text=Cereal+Box,HoloSelecta
1069456415027,Nestle,Nestle Soap,330 ml,Household,https://dummyimage.com/200x200/000/fff&text=Soap,Retail786k
3618482227173,Nestle,Nestle Cola,330 ml,Frozen,https://dummyimage.com/200x200/000/fff&text=Cola,OpenFoodFacts
2109010557592,Johnson & Johnson,Johnson & Johnson Shampoo,500 ml,Household,https://dummyimage.com/200x200/000/fff&text=Shampoo,HoloSelecta
9671402062166,Mondelez,Mondelez Laundry Detergent,500 g,Beverages,https://dummyimage.com/200x200/000/fff&text=Laundry+Detergent,Retail786k
4939867377009,Nestle,Nestle Cola,1500 g,Frozen,https://dummyimage.com/200x200/000/fff&text=Cola,Retail786k
8871568660386,P&G,P&G Bread,500 g,Beverages,https://dummyimage.com/200x200/000/fff&text=Bread,Retail786k
1052572622479,Johnson & Johnson,Johnson & Johnson Chocolate Bar,750 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Chocolate+Bar,HoloSelecta
5985286613951,Mondelez,Mondelez Chocolate Bar,750 g,Snacks,https://dummyimage.com/200x200/000/fff&text=Chocolate+Bar,RP2K
5608153794880,Coca-Cola,Coca-Cola Cola,750 g,Beverages,https://dummyimage.com/200x200/000/fff&text=Cola,HoloSelecta
2678084233379,P&G,P&G Laundry Detergent,500 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Laundry+Detergent,Retail786k
3941075424711,Pepsi,Pepsi Ice Cream,250 ml,Personal Care,https://dummyimage.com/200x200/000/fff&text=Ice+Cream,RP2K
9064300669948,Heinz,Heinz Yogurt,1500 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Yogurt,OpenFoodFacts
5690756830669,Unilever,Unilever Shampoo,500 ml,Beverages,https://dummyimage.com/200x200/000/fff&text=Shampoo,RP2K
2670134745276,Nestle,Nestle Cheese,750 g,Beverages,https://dummyimage.com/200x200/000/fff&text=Cheese,HoloSelecta
2512249410413,General Mills,General Mills Toothpaste,1000 g,Cereal,https://dummyimage.com/200x200/000/fff&text=Toothpaste,Retail786k
5812623221428,General Mills,General Mills Cheese,500 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Cheese,OpenFoodFacts
3378950252204,Johnson & Johnson,Johnson & Johnson Cereal Box,500 g,Personal Care,https://dummyimage.com/200x200/000/fff&text=Cereal+Box,OpenFoodFacts
2273742102488,P&G,P&G Cheese,330 ml,Frozen,https://dummyimage.com/200x200/000/fff&text=Cheese,OpenFoodFacts
2747044596691,Coca-Cola,Coca-Cola Shampoo,330 g,Cereal,https://dummyimage.com/200x200/000/fff&text=Shampoo,OpenFoodFacts
9054127016285,Johnson & Johnson,Johnson & Johnson Chocolate Bar,330 g,Beverages,https://dummyimage.com/200x200/000/fff&text=Chocolate+Bar,OpenFoodFacts
2057632957248,Heinz,Heinz Cheese,250 g,Personal Care,https://dummyimage.com/200x200/000/fff&text=Cheese,Retail786k
6437634965063,Coca-Cola,Coca-Cola Ice Cream,250 g,Snacks,https://dummyimage.com/200x200/000/fff&text=Ice+Cream,OpenFoodFacts
2170611612027,Coca-Cola,Coca-Cola Ice Cream,330 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Ice+Cream,Retail786k
5026749979976,Heinz,Heinz Ice Cream,750 g,Beverages,https://dummyimage.com/200x200/000/fff&text=Ice+Cream,Retail786k
8725319540994,General Mills,General Mills Yogurt,500 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Yogurt,OpenFoodFacts
5150569440955,Kellogg's,Kellogg's Soap,1000 g,Cereal,https://dummyimage.com/200x200/000/fff&text=Soap,HoloSelecta
7416081067307,Mondelez,Mondelez Orange Juice,330 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Orange+Juice,RP2K
7767545810978,Heinz,Heinz Chocolate Bar,1500 ml,Dairy,https://dummyimage.com/200x200/000/fff&text=Chocolate+Bar,Retail786k
8661878163956,Coca-Cola,Coca-Cola Bread,330 ml,Snacks,https://dummyimage.com/200x200/000/fff&text=Bread,OpenFoodFacts
4587593770511,Pepsi,Pepsi Toothpaste,500 ml,Snacks,https://dummyimage.com/200x200/000/fff&text=Toothpaste,HoloSelecta
3922979716560,Heinz,Heinz Chips,1000 ml,Beverages,https://dummyimage.com/200x200/000/fff&text=Chips,RP2K
6699808614416,Coca-Cola,Coca-Cola Cheese,500 ml,Household,https://dummyimage.com/200x200/000/fff&text=Cheese,HoloSelecta
1401078952472,Kellogg's,Kellogg's Cereal Box,1000 ml,Personal Care,https://dummyimage.com/200x200/000/fff&text=Cereal+Box,OpenFoodFacts
7079769449477,Danone,Danone Cookies,250 g,Frozen,https://dummyimage.com/200x200/000/fff&text=Cookies,RP2K
2799004492567,Mars,Mars Cereal Box,750 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Cereal+Box,HoloSelecta
0411123750053,P&G,P&G Cheese,330 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Cheese,RP2K
6954441378102,L'Oréal,L'Oréal Chips,1500 ml,Dairy,https://dummyimage.com/200x200/000/fff&text=Chips,Retail786k
7705155509004,Danone,Danone Shampoo,750 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Shampoo,RP2K
4535934246195,Mondelez,Mondelez Laundry Detergent,500 g,Personal Care,https://dummyimage.com/200x200/000/fff&text=Laundry+Detergent,RP2K
1399059069953,Johnson & Johnson,Johnson & Johnson Laundry Detergent,250 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Laundry+Detergent,Retail786k
0751051970582,Mars,Mars Chocolate Bar,1500 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Chocolate+Bar,HoloSelecta
5195330207184,Coca-Cola,Coca-Cola Cookies,330 g,Bakery,https://dummyimage.com/200x200/000/fff&text=Cookies,Retail786k
0999950805332,Heinz,Heinz Soap,500 g,Bakery,https://dummyimage.com/200x200/000/fff&text=Soap,OpenFoodFacts
8997863966654,Unilever,Unilever Chips,500 g,Bakery,https://dummyimage.com/200x200/000/fff&text=Chips,Retail786k
8551919525228,Kellogg's,Kellogg's Shampoo,500 g,Beverages,https://dummyimage.com/200x200/000/fff&text=Shampoo,RP2K
3538420285396,Mars,Mars Chips,1500 g,Household,https://dummyimage.com/200x200/000/fff&text=Chips,RP2K
3267960481868,Mondelez,Mondelez Toothpaste,500 g,Household,https://dummyimage.com/200x200/000/fff&text=Toothpaste,HoloSelecta
4622533829734,L'Oréal,L'Oréal Yogurt,500 g,Bakery,https://dummyimage.com/200x200/000/fff&text=Yogurt,OpenFoodFacts
4179738890118,Pepsi,Pepsi Chocolate Bar,250 ml,Beverages,https://dummyimage.com/200x200/000/fff&text=Chocolate+Bar,HoloSelecta
5388964895333,Pepsi,Pepsi Toothpaste,250 ml,Bakery,https://dummyimage.com/200x200/000/fff&text=Toothpaste,RP2K
3903429817822,Johnson & Johnson,Johnson & Johnson Laundry Detergent,330 ml,Dairy,https://dummyimage.com/200x200/000/fff&text=Laundry+Detergent,OpenFoodFacts
6986851794135,Colgate,Colgate Yogurt,750 ml,Beverages,https://dummyimage.com/200x200/000/fff&text=Yogurt,HoloSelecta
1190042792540,Mars,Mars Shampoo,750 g,Frozen,https://dummyimage.com/200x200/000/fff&text=Shampoo,OpenFoodFacts
8759179439556,Pepsi,Pepsi Yogurt,250 ml,Beverages,https://dummyimage.com/200x200/000/fff&text=Yogurt,OpenFoodFacts
3341820586488,P&G,P&G Cereal Box,1500 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Cereal+Box,RP2K
5914589894255,Nestle,Nestle Yogurt,250 ml,Dairy,https://dummyimage.com/200x200/000/fff&text=Yogurt,OpenFoodFacts
7382301772804,Mars,Mars Yogurt,750 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Yogurt,OpenFoodFacts
3758155717690,Mars,Mars Cookies,500 ml,Beverages,https://dummyimage.com/200x200/000/fff&text=Cookies,HoloSelecta
9623042911014,Unilever,Unilever Shampoo,330 g,Frozen,https://dummyimage.com/200x200/000/fff&text=Shampoo,OpenFoodFacts
4892589536638,Unilever,Unilever Chips,750 g,Bakery,https://dummyimage.com/200x200/000/fff&text=Chips,RP2K
6919662787829,Mars,Mars Laundry Detergent,250 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Laundry+Detergent,OpenFoodFacts
4803086213687,Coca-Cola,Coca-Cola Cola,750 ml,Frozen,https://dummyimage.com/200x200/000/fff&text=Cola,HoloSelecta
8986669135890,P&G,P&G Cookies,500 g,Bakery,https://dummyimage.com/200x200/000/fff&text=Cookies,Retail786k
4940251270912,Nestle,Nestle Yogurt,1500 ml,Bakery,https://dummyimage.com/200x200/000/fff&text=Yogurt,RP2K
3025628919319,Mars,Mars Soap,750 g,Household,https://dummyimage.com/200x200/000/fff&text=Soap,OpenFoodFacts
8552247480449,General Mills,General Mills Toothpaste,250 g,Bakery,https://dummyimage.com/200x200/000/fff&text=Toothpaste,RP2K
0097266304195,Nestle,Nestle Chips,1500 ml,Snacks,https://dummyimage.com/200x200/000/fff&text=Chips,Retail786k
0559257213478,Mars,Mars Chocolate Bar,1500 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Chocolate+Bar,Retail786k
4149128147917,Mondelez,Mondelez Soap,500 g,Household,https://dummyimage.com/200x200/000/fff&text=Soap,Retail786k
1609130479633,Mondelez,Mondelez Shampoo,500 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Shampoo,OpenFoodFacts
1916582808066,L'Oréal,L'Oréal Chips,1000 g,Snacks,https://dummyimage.com/200x200/000/fff&text=Chips,HoloSelecta
3615442613182,L'Oréal,L'Oréal Orange Juice,750 ml,Snacks,https://dummyimage.com/200x200/000/fff&text=Orange+Juice,Retail786k
5400057150997,Heinz,Heinz Cereal Box,500 g,Snacks,https://dummyimage.com/200x200/000/fff&text=Cereal+Box,RP2K
1480868555970,P&G,P&G Chips,1000 g,Cereal,https://dummyimage.com/200x200/000/fff&text=Chips,RP2K
7622106337106,Coca-Cola,Coca-Cola Shampoo,500 ml,Household,https://dummyimage.com/200x200/000/fff&text=Shampoo,HoloSelecta
6549008120029,Mars,Mars Toothpaste,250 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Toothpaste,RP2K
8992402179984,Danone,Danone Soap,330 ml,Frozen,https://dummyimage.com/200x200/000/fff&text=Soap,Retail786k
5800480836282,Nestle,Nestle Orange Juice,1000 g,Personal Care,https://dummyimage.com/200x200/000/fff&text=Orange+Juice,OpenFoodFacts
8408726917329,Colgate,Colgate Ice Cream,250 ml,Personal Care,https://dummyimage.com/200x200/000/fff&text=Ice+Cream,OpenFoodFacts
0495213350552,Unilever,Unilever Bread,250 g,Frozen,https://dummyimage.com/200x200/000/fff&text=Bread,HoloSelecta
6817190125765,Johnson & Johnson,Johnson & Johnson Chips,250 g,Household,https://dummyimage.com/200x200/000/fff&text=Chips,HoloSelecta
4993130997448,Unilever,Unilever Toothpaste,750 g,Cereal,https://dummyimage.com/200x200/000/fff&text=Toothpaste,Retail786k
2413462974365,Danone,Danone Laundry Detergent,1000 g,Bakery,https://dummyimage.com/200x200/000/fff&text=Laundry+Detergent,OpenFoodFacts
6883385524323,General Mills,General Mills Chocolate Bar,250 ml,Frozen,https://dummyimage.com/200x200/000/fff&text=Chocolate+Bar,RP2K
5757107062282,Unilever,Unilever Laundry Detergent,1000 ml,Dairy,https://dummyimage.com/200x200/000/fff&text=Laundry+Detergent,RP2K
4337208897344,Kellogg's,Kellogg's Chips,330 ml,Household,https://dummyimage.com/200x200/000/fff&text=Chips,RP2K
6309278707227,Danone,Danone Cereal Box,750 ml,Beverages,https://dummyimage.com/200x200/000/fff&text=Cereal+Box,HoloSelecta
9529801632889,Johnson & Johnson,Johnson & Johnson Orange Juice,500 g,Household,https://dummyimage.com/200x200/000/fff&text=Orange+Juice,OpenFoodFacts
8975204919699,Mondelez,Mondelez Yogurt,250 g,Beverages,https://dummyimage.com/200x200/000/fff&text=Yogurt,Retail786k
4146370822951,Coca-Cola,Coca-Cola Chips,330 ml,Bakery,https://dummyimage.com/200x200/000/fff&text=Chips,HoloSelecta
0650872457015,Kellogg's,Kellogg's Cookies,500 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Cookies,OpenFoodFacts
